Element,Incentive 1,Incentive 2,Incentive 3,Incentive 4,Incentive 5,Incentive 6,Incentive 7,Incentive 8,Incentive 9,Incentive 10,Incentive 11,Incentive 12,Incentive 13,Incentive 14,Incentive 15,Incentive 16,Incentive 17,Incentive 18,Incentive 19,Incentive 20,Incentive 21,Incentive 22,Incentive 23,Incentive 24
1784,-0.495996441,-0.39769285,-0.010373667,-0.029335458,1.99E-13,-0.495996441,3.33E-12,3.33E-12,-0.158010253,-0.0413699,-0.084583607,-0.089023114,-0.191955126,-0.208232981,-0.014326432,-0.329676322,-0.033494168,-0.159592539,-0.000738515,-0.756983132,1.76E-12,1.76E-12,-0.208232981,-0.284640768
1785,-0.655599946,-0.525663875,-0.013507129,-0.035980463,-7.22E-13,-0.655599946,-1.71E-12,-1.71E-12,-0.120621965,-0.044604261,-0.07391252,-0.07391252,-0.14605582,-0.158555871,-0.015446494,-0.435760746,-0.036112793,-0.120663037,-0.000796253,-0.835623752,2.12E-12,2.12E-12,-0.158555871,-0.269599446
1786,-0.144001078,-0.115460908,-0.003397787,-0.008578575,1.27E-12,-0.144001078,1.72E-12,1.72E-12,-0.183888621,-0.04748923,-0.09548654,-0.09317537,-0.23441085,-0.246051043,-0.016445561,-0.095713884,-0.03844854,-0.197127544,-0.000847754,-0.709598903,1.51E-11,1.51E-11,-0.254858199,-0.393161845
1787,-0.145324825,-0.116522296,-0.004016533,-0.010219316,1.94E-13,-0.145324825,7.93E-13,7.93E-13,-0.058135878,-0.041409209,-0.031983978,-0.031983978,-0.073434414,-0.080959893,-0.011430699,-0.096593745,-0.033881112,-0.061542518,-0.000776425,-0.502114018,9.34E-12,9.34E-12,-0.080959893,-0.46678908
1788,-0.221974796,-0.177980691,-0.005175165,-0.013979935,2.40E-14,-0.221974796,5.20E-12,5.20E-12,-0.196578017,-0.048351517,-0.098927874,-0.095345343,-0.267770669,-0.267773281,-0.016744172,-0.147541047,-0.03914667,-0.226292299,-0.000863147,-0.772543432,-2.59E-11,-2.59E-11,-0.285805742,-0.442956853
1789,-1.154462886,-0.925655102,-0.027308478,-0.073950723,8.08E-12,-1.154462886,1.68E-11,1.68E-11,-0.183358912,-0.044867857,-0.094405668,-0.092818707,-0.227720666,-0.243025856,-0.015537777,-0.416850386,-0.036326207,-0.189031041,-0.000800959,-0.877032411,8.36E-12,8.36E-12,-0.246653458,-0.29520277
1790,-0.096144686,-0.077089372,-0.002010569,-0.005266258,1.74E-12,-0.096144686,-8.02E-13,-8.02E-13,-0.24908075,-0.051168805,-0.109612838,-0.11507199,-0.384020062,-0.326217389,-0.017719801,-0.063904947,-0.041427622,-0.324710845,-0.00091344,-0.868137673,2.90E-11,2.90E-11,-0.368955849,-0.360254036
1791,-0.56053637,-0.439947213,-0.018449015,-0.049434115,2.10E-12,-0.56053637,1.94E-12,1.94E-12,-0.06236664,-0.040873665,-0.03417712,-0.03417712,-0.078872526,-0.086981129,-0.0114094,-0.284716135,-0.033474702,-0.066230859,-0.000763789,-0.536067869,1.94E-12,1.94E-12,-0.086981129,-0.483404112
1792,-0.397181408,-0.318462378,-0.009083445,-0.024623237,-1.18E-11,-0.397181408,-1.52E-11,-1.52E-11,-0.114945912,-0.041770048,-0.068675209,-0.068675209,-0.140606058,-0.15318365,-0.014465003,-0.263996463,-0.033818139,-0.116969892,-0.000745658,-0.705981093,-1.44E-11,-1.44E-11,-0.15318365,-0.355394907
1793,-0.629032233,-0.504361728,-0.016995346,-0.045624642,4.09E-14,-0.629032233,-1.00E-11,-1.00E-11,-0.188537216,-0.048179363,-0.10156625,-0.089044552,-0.273280862,-0.274960982,-0.016684555,-0.394695674,-0.03900729,-0.229823262,-0.000860074,-0.829561065,9.11E-12,9.11E-12,-0.292965093,-0.372028268
1794,-0.334667452,-0.268338323,-0.005456909,-0.013635933,4.03E-12,-0.334667452,3.03E-12,3.03E-12,-0.338633331,-0.049652741,-0.106365154,-0.150787512,-0.539386337,-0.331018272,-0.017194787,-0.222445013,-0.040200176,-0.4509539,-0.000886376,-1.002985365,5.44E-12,5.44E-12,-0.397221927,-0.117411984
1795,-0.41385725,-0.331833166,-0.010613806,-0.028035599,5.60E-13,-0.41385725,-3.65E-12,-3.65E-12,-0.120939806,-0.045871814,-0.072080527,-0.071040871,-0.148054284,-0.161321173,-0.015885449,-0.275080474,-0.037139037,-0.12346073,-0.000818881,-0.740491389,-6.94E-12,-6.94E-12,-0.161321173,-0.372599358
1796,-0.604059195,-0.484338199,-0.013531531,-0.036553355,-7.34E-12,-0.604059195,-9.43E-12,-9.43E-12,-0.178460442,-0.047168201,-0.096871221,-0.094381505,-0.219410269,-0.237761073,-0.016334388,-0.401502909,-0.038188626,-0.182588908,-0.000842024,-0.870333306,-2.62E-11,-2.62E-11,-0.237761073,-0.296395378
1797,-0.921014082,-0.738474484,-0.016360342,-0.044000085,-6.45E-12,-0.921014082,-1.05E-11,-1.05E-11,-0.292578188,-0.049637108,-0.106331664,-0.13027996,-0.545148684,-0.33091405,-0.017189373,-0.577474256,-0.040187519,-0.455882367,-0.000886097,-1.002669572,-6.39E-12,-6.39E-12,-0.39709686,-0.123409051
1798,-0.670204546,-0.537373929,-0.022448076,-0.059667174,2.04E-12,-0.670204546,4.29E-13,4.29E-13,-0.081592438,-0.04466607,-0.046662792,-0.046250153,-0.101539627,-0.11132152,-0.014284055,-0.27511542,-0.036162835,-0.084954032,-0.000797357,-0.554056869,-2.66E-12,-2.66E-12,-0.11132152,-0.401886835
1799,-0.422913559,-0.3318511,-0.01389531,-0.03539491,4.71E-13,-0.422913559,4.13E-13,4.13E-13,-0.041707529,-0.040453235,-0.022162985,-0.022162985,-0.053356479,-0.059098309,-0.008500718,-0.27509534,-0.033287793,-0.044809324,-0.000806331,-0.525907889,4.13E-13,4.13E-13,-0.059098309,-0.515506904
1800,-0.721165873,-0.578235019,-0.012380073,-0.034837408,1.89E-11,-0.721165873,9.39E-12,9.39E-12,-0.258547412,-0.042007314,-0.089987266,-0.119798292,-0.34114458,-0.277627047,-0.014547169,-0.479340764,-0.034010235,-0.28356533,-0.000749894,-0.848547745,1.73E-11,1.73E-11,-0.323633874,-0.17379203
1801,-0.123183954,-0.098769616,-0.00405812,-0.01125979,-8.88E-16,-0.123183954,-9.08E-14,-9.08E-14,-0.05271599,-0.040171948,-0.025035318,-0.025035318,-0.069793542,-0.078146663,-0.008046402,-0.081877267,-0.032711404,-0.059831678,-0.00057637,-0.383579653,3.31E-13,3.31E-13,-0.078146663,-0.54421477
1802,-0.396028452,-0.317537932,-0.00548645,-0.014156931,-1.87E-14,-0.396028452,-3.20E-14,-3.20E-14,-0.187624147,-0.045416859,-0.097291127,-0.118766281,-0.2240241,-0.241912296,-0.015727897,-0.263230122,-0.036770693,-0.184116505,-0.000810759,-0.917420543,6.30E-13,6.30E-13,-0.241912296,-0.094780776
1803,-0.179616923,-0.144017901,-0.002666956,-0.006807314,-2.84E-14,-0.179616923,3.32E-13,3.32E-13,-0.019417566,-0.025522725,-0.011940508,-0.011940508,-0.023497265,-0.025522725,-0.005390085,-0.119386838,-0.023497265,-0.019176275,-0.000789965,-0.886951804,2.91E-12,2.91E-12,-0.025522725,-0.192927688
1804,-0.153142639,-0.122790665,-0.003742207,-0.009939173,-6.64E-12,-0.153142639,-6.36E-12,-6.36E-12,-0.16282731,-0.047976018,-0.091443313,-0.08423569,-0.208353212,-0.227009637,-0.016614136,-0.101790049,-0.038842656,-0.175542776,-0.000856444,-0.665820659,-9.53E-13,-9.53E-13,-0.227009637,-0.413974257
1805,-0.572004358,-0.457531702,-0.018592164,-0.048360406,-3.06E-13,-0.572004358,-3.30E-13,-3.30E-13,-0.084799551,-0.045655525,-0.047321855,-0.047321855,-0.106485772,-0.11710884,-0.013869263,-0.309587349,-0.03744359,-0.089494454,-0.000825596,-0.595303113,-3.30E-13,-3.30E-13,-0.11710884,-0.494060578
1806,-0.071775796,-0.057550253,-0.001905327,-0.004903231,-1.10E-12,-0.071775796,-2.82E-12,-2.82E-12,-0.167895394,-0.051578647,-0.097042704,-0.086098173,-0.215174065,-0.234287659,-0.01786173,-0.047707561,-0.041759441,-0.181569419,-0.000920757,-0.716482776,3.58E-12,3.58E-12,-0.234287659,-0.419542899
1807,-1.028663818,-0.824788673,-0.013834042,-0.035575574,3.50E-11,-1.028663818,3.33E-11,3.33E-11,-0.272360993,-0.043941764,-0.094131207,-0.159671891,-0.322302876,-0.291013372,-0.01521707,-0.683726891,-0.035576417,-0.264686444,-0.000784427,-0.887623624,3.57E-11,3.57E-11,-0.332706774,-0.100333608
1808,-0.386956739,-0.310264179,-0.008124609,-0.021936499,-4.24E-12,-0.386956739,-5.53E-12,-5.53E-12,-0.021871331,-0.029192378,-0.013094496,-0.013094496,-0.026765181,-0.029192378,-0.005760271,-0.257200383,-0.026252174,-0.021961585,-0.000719988,-0.744595409,-1.49E-11,-1.49E-11,-0.029192378,-0.288501713
1809,-0.539882458,-0.432880916,-0.008651396,-0.022017035,7.47E-12,-0.539882458,9.58E-12,9.58E-12,-0.270721448,-0.043747926,-0.093715973,-0.137481797,-0.328432503,-0.287023857,-0.015149944,-0.358846251,-0.035419481,-0.272066618,-0.000780966,-0.883708115,6.44E-12,6.44E-12,-0.328134691,-0.138732989
1810,-1.196375117,-0.959260574,-0.022391513,-0.056149432,2.94E-12,-1.196375117,-1.16E-11,-1.16E-11,-0.302199173,-0.049928414,-0.106955695,-0.134564017,-0.555271669,-0.332856094,-0.017290253,-0.596463612,-0.040423368,-0.463999922,-0.000891297,-1.008553964,8.14E-12,8.14E-12,-0.399427312,-0.138983116
1811,-0.143809056,-0.115306943,-0.002910303,-0.007805826,-9.86E-12,-0.143809056,-8.18E-12,-8.18E-12,-0.197902625,-0.043289922,-0.092079257,-0.09883887,-0.253402298,-0.252842901,-0.014991337,-0.095586252,-0.035048669,-0.212516409,-0.00077279,-0.718205875,-8.81E-12,-8.81E-12,-0.269609037,-0.32790631
1812,-0.377680907,-0.297293426,-0.011326553,-0.029661363,-3.18E-13,-0.377680907,-7.84E-13,-7.84E-13,-0.018242854,-0.026066594,-0.009557556,-0.009557556,-0.023475159,-0.026066594,-0.003604057,-0.24644799,-0.022536476,-0.019644677,-0.000736738,-0.478235928,-7.84E-13,-7.84E-13,-0.026066594,-0.507720487
1813,-0.442668348,-0.354934074,-0.006555644,-0.018237502,7.77E-12,-0.442668348,9.70E-12,9.70E-12,-0.193075593,-0.043229116,-0.092604587,-0.121759615,-0.230620525,-0.24618575,-0.01497028,-0.294230484,-0.034999439,-0.189991977,-0.000771705,-0.873228146,8.86E-12,8.86E-12,-0.249036615,-0.128312087
1814,-0.98268241,-0.78792051,-0.01471053,-0.039509085,5.57E-12,-0.98268241,2.81E-12,2.81E-12,-0.131950692,-0.041825215,-0.08266044,-0.083445951,-0.157647373,-0.170316808,-0.014484108,-0.57897096,-0.033862803,-0.129093215,-0.000746643,-0.84486934,6.86E-12,6.86E-12,-0.170316808,-0.083380896
1815,-0.333663286,-0.267533176,-0.006769137,-0.017636827,6.75E-14,-0.333663286,2.76E-13,2.76E-13,-0.203195337,-0.045315544,-0.09672249,-0.104816281,-0.251800267,-0.258804622,-0.015692812,-0.221777569,-0.036688666,-0.210036032,-0.000808951,-0.828314328,-6.65E-12,-6.65E-12,-0.272694945,-0.296179692
1816,-0.190970907,-0.153121591,-0.005012166,-0.013839111,2.65E-12,-0.190970907,-6.72E-11,-6.72E-11,-0.12067081,-0.043247609,-0.068237698,-0.065175647,-0.154927521,-0.170028709,-0.014976684,-0.126933545,-0.035014411,-0.13116376,-0.000772035,-0.544475636,2.38E-12,2.38E-12,-0.170028709,-0.483265102
1817,-0.877678908,-0.703728087,-0.013733103,-0.035334305,-1.66E-10,-0.877678908,-1.65E-10,-1.65E-10,-0.233561849,-0.0436399,-0.093484559,-0.136435936,-0.277950831,-0.277325855,-0.015112535,-0.58337103,-0.03533202,-0.228936418,-0.000779038,-0.881525967,-1.66E-10,-1.66E-10,-0.298209892,-0.106467489
1818,-0.327574485,-0.26265114,-0.009357137,-0.025367657,6.96E-13,-0.327574485,4.75E-12,4.75E-12,-0.125234036,-0.04331019,-0.071522766,-0.06398985,-0.166109243,-0.182381395,-0.014998356,-0.217730497,-0.035065078,-0.14103629,-0.000773152,-0.539102715,3.12E-13,3.12E-13,-0.182381395,-0.502653243
1819,-0.488298447,-0.391520554,-0.007847945,-0.021077755,8.23E-12,-0.488298447,6.82E-12,6.82E-12,-0.237426319,-0.045030636,-0.096463769,-0.128872555,-0.28593506,-0.281292033,-0.015594148,-0.32455966,-0.036457997,-0.23699368,-0.000803865,-0.901539563,7.91E-12,7.91E-12,-0.303419336,-0.210886949
1820,-0.255738035,-0.205052254,-0.006706024,-0.018320852,3.12E-12,-0.255738035,-1.61E-12,-1.61E-12,-0.150678178,-0.04511433,-0.082927303,-0.076293701,-0.198236838,-0.211575394,-0.015623131,-0.169982621,-0.036525758,-0.16802593,-0.000805359,-0.622335123,5.59E-13,5.59E-13,-0.216806558,-0.493328865
1821,-0.234218579,-0.187013683,-0.007663835,-0.020482952,1.39E-13,-0.234218579,3.30E-13,3.30E-13,-0.063701483,-0.039363525,-0.033216399,-0.033216399,-0.081913048,-0.09083042,-0.010057586,-0.155029147,-0.032004321,-0.069448241,-0.000761389,-0.462693624,3.30E-13,3.30E-13,-0.09083042,-0.509889087
1822,-0.564325291,-0.452479322,-0.013153381,-0.036498661,-3.73E-12,-0.564325291,2.76E-12,2.76E-12,-0.188456645,-0.042498835,-0.091040194,-0.089199955,-0.268779277,-0.256644309,-0.014717383,-0.375092785,-0.034408184,-0.225722411,-0.000758668,-0.738521446,-1.25E-11,-1.25E-11,-0.278434871,-0.33582986
1823,-0.20420498,-0.163732748,-0.006334507,-0.016213176,2.56E-12,-0.20420498,2.71E-12,2.71E-12,-0.112029376,-0.046465426,-0.0628211,-0.058329682,-0.148822538,-0.164231969,-0.013766931,-0.135729899,-0.038254296,-0.127004038,-0.00085507,-0.526083332,2.67E-12,2.67E-12,-0.164231969,-0.557425227
1824,-0.118074989,-0.094673218,-0.003707933,-0.010062366,1.36E-13,-0.118074989,-4.54E-12,-4.54E-12,-0.069104489,-0.038125629,-0.036280711,-0.036280711,-0.088620186,-0.098156508,-0.010048864,-0.078481467,-0.031075091,-0.075245411,-0.000730509,-0.402412033,0,0,-0.098156508,-0.468026741
1825,-0.084983842,-0.068140543,-0.00225242,-0.006096072,-3.16E-12,-0.084983842,-4.43E-12,-4.43E-12,-0.114861156,-0.043281989,-0.065634345,-0.062632862,-0.146331871,-0.160504859,-0.01498859,-0.056486616,-0.035042246,-0.12377492,-0.000772649,-0.50292162,-9.18E-12,-9.18E-12,-0.160504859,-0.438413404
1826,-1.044576517,-0.837547567,-0.025681489,-0.066735892,5.97E-12,-1.044576517,-6.40E-12,-6.40E-12,-0.152457957,-0.046925453,-0.090584129,-0.085785149,-0.185454696,-0.201347334,-0.016250324,-0.405659552,-0.037992091,-0.153845255,-0.00083769,-0.865851619,1.19E-11,1.19E-11,-0.201347334,-0.323955267
1827,-0.413411769,-0.331475977,-0.013182282,-0.035783369,-1.59E-13,-0.413411769,7.24E-12,7.24E-12,-0.103162723,-0.047939617,-0.059441488,-0.056132707,-0.131543447,-0.14434587,-0.015800737,-0.274784374,-0.038813186,-0.110977237,-0.000855794,-0.565162983,-1.90E-13,-1.90E-13,-0.14434587,-0.447841087
1828,-0.624715151,-0.500900266,-0.014509325,-0.03929706,-5.26E-13,-0.624715151,-1.13E-11,-1.13E-11,-0.220619906,-0.048940544,-0.104839499,-0.09828155,-0.398668902,-0.317590632,-0.016948152,-0.415232402,-0.039623562,-0.336912567,-0.000873662,-0.872732791,-6.93E-12,-6.93E-12,-0.367323936,-0.324424088
1829,-0.267716274,-0.214656476,-0.004979612,-0.013118148,-3.80E-12,-0.267716274,-3.45E-12,-3.45E-12,-0.175137022,-0.046270697,-0.095668819,-0.106916418,-0.21068055,-0.228075614,-0.016023582,-0.177944254,-0.037461983,-0.174498885,-0.000826002,-0.893655995,-4.63E-13,-4.63E-13,-0.228075614,-0.240255994
1830,-0.51031046,-0.409169915,-0.013474423,-0.034911814,-9.96E-13,-0.51031046,-5.33E-12,-5.33E-12,-0.056842449,-0.043998909,-0.033166659,-0.033166659,-0.070248375,-0.076862927,-0.013100292,-0.339190489,-0.036221733,-0.058204164,-0.000798653,-0.688306882,-4.85E-13,-4.85E-13,-0.076862927,-0.389322003
1831,-0.078387009,-0.062851163,-0.001994577,-0.005393606,1.69E-12,-0.078387009,-2.20E-12,-2.20E-12,-0.083335733,-0.039054721,-0.045093994,-0.045093994,-0.105785833,-0.116766896,-0.011507567,-0.052101867,-0.032137177,-0.089399844,-0.000716229,-0.478334119,1.65E-12,1.65E-12,-0.116766896,-0.508567957
1832,-0.066117198,-0.053013157,-0.001591135,-0.004421895,1.74E-11,-0.066117198,1.73E-11,1.73E-11,-0.144682282,-0.04400591,-0.080748827,-0.077939862,-0.183792211,-0.200802915,-0.015239284,-0.043946434,-0.035628351,-0.155170597,-0.000785572,-0.621690584,-8.03E-12,-8.03E-12,-0.200802915,-0.449152657
1833,-0.548020443,-0.439406,-0.017595318,-0.04481143,5.76E-12,-0.548020443,-4.05E-13,-4.05E-13,-0.153871839,-0.051719648,-0.095837208,-0.074030567,-0.215031753,-0.234473242,-0.017910558,-0.347208913,-0.041873599,-0.181788215,-0.000923274,-0.694543779,-1.60E-12,-1.60E-12,-0.234473242,-0.452408952
1834,-0.163022715,-0.130712567,-0.005192531,-0.013694708,-2.87E-12,-0.163022715,-2.86E-12,-2.86E-12,-0.072156826,-0.042627057,-0.03727025,-0.03727025,-0.093037826,-0.103240849,-0.01070983,-0.108357086,-0.034612116,-0.079147445,-0.000830458,-0.46928706,-2.88E-12,-2.88E-12,-0.103240849,-0.537680777
1835,-0.719607846,-0.576985785,-0.012692302,-0.033690834,7.46E-14,-0.719607846,5.77E-14,5.77E-14,-0.274587378,-0.044917849,-0.096222159,-0.122268966,-0.477314593,-0.299452327,-0.01555509,-0.478305183,-0.036366682,-0.399626097,-0.000801851,-0.901942953,1.89E-12,1.89E-12,-0.359342792,-0.156093067
1836,-0.452321891,-0.36267434,-0.009832174,-0.026424724,-1.65E-12,-0.452321891,3.82E-12,3.82E-12,-0.057453116,-0.044012952,-0.034273266,-0.034273266,-0.070381548,-0.076767047,-0.013609971,-0.300646951,-0.03563403,-0.058056259,-0.000785697,-0.763923264,-4.15E-13,-4.15E-13,-0.076767047,-0.332569946
1837,-0.621495233,-0.491339683,-0.021402038,-0.055126944,5.63E-12,-0.621495233,1.00E-11,1.00E-11,-0.080565813,-0.045589345,-0.042824446,-0.041751105,-0.104978384,-0.116308182,-0.011916211,-0.280585999,-0.037133466,-0.089178039,-0.000876215,-0.500725854,1.00E-11,1.00E-11,-0.116308182,-0.565143984
1838,-0.686842323,-0.550714196,-0.013895951,-0.037097597,3.33E-11,-0.686842323,3.09E-11,3.09E-11,-0.156095668,-0.042496886,-0.086932581,-0.09296476,-0.188320577,-0.204108616,-0.014716708,-0.447803005,-0.034406606,-0.155947577,-0.000758633,-0.817354629,3.00E-11,3.00E-11,-0.204108616,-0.255623886
1839,-0.779343468,-0.624882156,-0.014265169,-0.036540986,3.44E-12,-0.779343468,2.55E-12,2.55E-12,-0.171663626,-0.046589637,-0.096566397,-0.107336279,-0.206042266,-0.222918846,-0.016134031,-0.518009944,-0.037720206,-0.169893331,-0.000831695,-0.941110668,1.93E-12,1.93E-12,-0.222918846,-0.217539761
1840,-0.56680047,-0.454463936,-0.013620909,-0.037960725,2.07E-12,-0.56680047,5.67E-12,5.67E-12,-0.204032278,-0.044505165,-0.095338115,-0.092193833,-0.352971648,-0.287042138,-0.015412177,-0.376737974,-0.036032562,-0.298251894,-0.000794484,-0.804708721,1.03E-11,1.03E-11,-0.329389965,-0.332331646
1841,-0.086539387,-0.069387788,-0.002966317,-0.007792949,3.33E-15,-0.086539387,2.75E-14,2.75E-14,-0.034523823,-0.036503927,-0.015356069,-0.015356069,-0.046624285,-0.052568913,-0.004366105,-0.057520548,-0.030271191,-0.040026228,9.93E-05,-0.35213404,-5.13E-13,-5.13E-13,-0.052568913,-0.550456918
1842,-0.512962429,-0.411296279,-0.01373103,-0.036024939,1.62E-13,-0.512962429,5.30E-11,5.30E-11,-0.071128103,-0.043094493,-0.040993247,-0.040993247,-0.08829669,-0.096744359,-0.013553649,-0.340953187,-0.034890445,-0.073515962,-0.000769302,-0.629540237,-2.05E-12,-2.05E-12,-0.096744359,-0.420682529
1843,-0.146683406,-0.117611614,-0.004088936,-0.010641147,-1.53E-12,-0.146683406,-6.33E-12,-6.33E-12,-0.150996619,-0.047667725,-0.087461008,-0.075999724,-0.19871448,-0.216907616,-0.016507374,-0.09749676,-0.038593054,-0.16826534,-0.000850941,-0.616799486,-5.58E-12,-5.58E-12,-0.216907616,-0.434937212
1844,-0.10843867,-0.08694676,-0.003468304,-0.009157824,-5.86E-14,-0.10843867,-6.49E-13,-6.49E-13,-0.069840092,-0.040800685,-0.033296802,-0.033296802,-0.092271578,-0.103203193,-0.008492258,-0.072076448,-0.032687507,-0.079384901,-0.000512255,-0.38772785,-1.21E-12,-1.21E-12,-0.103203193,-0.581377872
1845,-0.210760205,-0.166972551,-0.006503328,-0.017021656,-2.98E-13,-0.210760205,0,0,-0.046544965,-0.036718426,-0.022882488,-0.022882488,-0.061032159,-0.068142453,-0.007821726,-0.136675751,-0.030054491,-0.051947465,-0.000753903,-0.381658871,0,0,-0.068142453,-0.525691386
1846,-0.256194704,-0.205418414,-0.006610617,-0.016632385,-5.67E-12,-0.256194704,-1.24E-12,-1.24E-12,-0.115036215,-0.046124538,-0.065987846,-0.065264315,-0.142928686,-0.156561686,-0.015972967,-0.170286157,-0.037343649,-0.119980324,-0.000823393,-0.611466119,-3.45E-12,-3.45E-12,-0.156561686,-0.465372465
1847,-0.418981875,-0.33594212,-0.00946409,-0.024483792,4.95E-11,-0.418981875,5.32E-11,5.32E-11,-0.189836278,-0.044452663,-0.092797579,-0.093889671,-0.247636122,-0.250638924,-0.015393995,-0.278486683,-0.035990055,-0.207682607,-0.000793547,-0.74127424,6.94E-11,6.94E-11,-0.26723012,-0.36732551
1848,-0.439822542,-0.352652289,-0.011210942,-0.031327954,-2.46E-12,-0.439822542,9.68E-11,9.68E-11,-0.079411496,-0.043472905,-0.046909253,-0.046909253,-0.097619549,-0.106573138,-0.015054704,-0.292338949,-0.035196817,-0.081048247,-0.000776057,-0.691224114,6.17E-12,6.17E-12,-0.106573138,-0.354979254
1849,-0.297781527,-0.238762972,-0.005088971,-0.013838282,-8.65E-12,-0.297781527,-9.19E-12,-9.19E-12,-0.055561217,-0.038181116,-0.034115144,-0.034115144,-0.067256157,-0.073040469,-0.013113821,-0.197927869,-0.030912444,-0.055140886,-0.00068159,-0.739689804,-1.32E-11,-1.32E-11,-0.073040469,-0.187249237
1850,-0.244255914,-0.195845822,-0.007114715,-0.018525098,-5.92E-13,-0.244255914,-1.60E-13,-1.60E-13,-0.026231997,-0.033445747,-0.014093264,-0.014093264,-0.033451603,-0.037022677,-0.005488513,-0.162350745,-0.02877264,-0.027947191,-0.000775782,-0.527665449,-5.36E-13,-5.36E-13,-0.037022677,-0.495113403
1851,-1.18208795,-0.94780504,-0.023430428,-0.059945241,-1.49E-13,-1.18208795,2.32E-12,2.32E-12,-0.278470155,-0.051509045,-0.110341693,-0.123997899,-0.464897938,-0.343393634,-0.017837626,-0.54962862,-0.041703089,-0.387856963,-0.000919514,-1.040482711,1.47E-12,1.47E-12,-0.405119328,-0.177313942
1852,-0.154731969,-0.124064998,-0.00354691,-0.009748431,-9.94E-13,-0.154731969,6.89E-12,6.89E-12,-0.163549943,-0.043222199,-0.086490371,-0.087790457,-0.204311903,-0.218293885,-0.014967885,-0.102846436,-0.034993839,-0.171410937,-0.000771581,-0.719875137,-8.11E-12,-8.11E-12,-0.222155492,-0.375752409
1853,-0.324804882,-0.260430456,-0.00904007,-0.024848397,-2.18E-11,-0.324804882,-2.14E-11,-2.14E-11,-0.156792987,-0.044642899,-0.087234731,-0.07491638,-0.224387066,-0.229062873,-0.015459874,-0.215889612,-0.036144075,-0.190465048,-0.000796943,-0.611882551,-4.53E-11,-4.53E-11,-0.244630668,-0.440055725
1854,-1.041687703,-0.8352313,-0.022364369,-0.059804405,-3.30E-12,-1.041687703,-6.18E-12,-6.18E-12,-0.055491069,-0.042955714,-0.034035895,-0.034035895,-0.067203557,-0.072998314,-0.013966113,-0.422541025,-0.034778085,-0.055087853,-0.000766824,-0.844167799,-4.83E-12,-4.83E-12,-0.072998314,-0.224070873
1855,-0.279062427,-0.222254543,-0.008971066,-0.023208141,-2.08E-12,-0.279062427,2.01E-12,2.01E-12,-0.02278724,-0.030491375,-0.011818562,-0.011818562,-0.02941608,-0.032694811,-0.004393832,-0.18424284,-0.02618924,-0.024681447,-0.000769871,-0.468495709,2.01E-12,2.01E-12,-0.032694811,-0.504946354
1856,-0.464537753,-0.372469091,-0.007974243,-0.020770576,-2.02E-09,-0.464537753,-2.01E-09,-2.01E-09,-0.18890304,-0.048902762,-0.102558902,-0.117664389,-0.22636123,-0.244724377,-0.01693507,-0.308766527,-0.039592974,-0.186835964,-0.00087299,-0.976275002,-2.02E-09,-2.02E-09,-0.244724377,-0.190866284
1857,-0.561483016,-0.45020037,-0.010600938,-0.027576688,-9.15E-14,-0.561483016,-3.12E-12,-3.12E-12,-0.263809458,-0.04557777,-0.097635828,-0.119694699,-0.390262919,-0.301939689,-0.015783621,-0.373203597,-0.036900971,-0.326216215,-0.000813632,-0.902806066,2.98E-12,2.98E-12,-0.353196396,-0.219072398
1858,-0.514689092,-0.412680728,-0.013198746,-0.0367891,-6.99E-13,-0.514689092,1.50E-11,1.50E-11,-0.18117448,-0.044593187,-0.095526674,-0.084183392,-0.28931523,-0.269630549,-0.015442659,-0.342100856,-0.036103827,-0.244454945,-0.000796056,-0.713460071,-2.10E-11,-2.10E-11,-0.294256551,-0.358529893
1859,-0.216026877,-0.173211615,-0.005879514,-0.016067045,-5.57E-12,-0.216026877,-5.65E-12,-5.65E-12,-0.097519982,-0.0443012,-0.054369266,-0.054345276,-0.122448791,-0.134627552,-0.014168251,-0.143587616,-0.035867426,-0.103232295,-0.000790843,-0.57658306,-5.59E-12,-5.59E-12,-0.134627552,-0.498052396
1860,-0.507921923,-0.407254772,-0.015101896,-0.039248442,-2.26E-14,-0.507921923,5.70E-13,5.70E-13,-0.058288085,-0.041278364,-0.033169852,-0.033169852,-0.072719989,-0.079827385,-0.012092677,-0.314373836,-0.033949357,-0.060592861,-0.00075531,-0.58823874,4.35E-12,4.35E-12,-0.079827385,-0.420427262
1861,-0.227455055,-0.181570189,-0.006963654,-0.019078357,-1.37E-11,-0.227455055,-1.37E-11,-1.37E-11,-0.108458211,-0.039062679,-0.059287305,-0.048281199,-0.167379683,-0.181826614,-0.008550466,-0.149822323,-0.030695747,-0.145615387,-0.000774528,-0.401005724,-1.37E-11,-1.37E-11,-0.186164024,-0.570984472
1862,-0.670465652,-0.537583286,-0.011904556,-0.030989777,-8.97E-14,-0.670465652,-3.84E-12,-3.84E-12,-0.193448068,-0.045120509,-0.096408917,-0.115142036,-0.232192709,-0.248652926,-0.015625271,-0.445641606,-0.036530761,-0.191983515,-0.000805469,-0.898020743,-6.17E-12,-6.17E-12,-0.251168729,-0.220753563
