Element,Stream-lipidcane,Stream-lipidcane,Boiler turbogenerator-BT,Boiler turbogenerator-BT,Fermentation-R301,Stream-biodiesel,Stream-lipidcane,Biorefinery,Biorefinery,Biorefinery
457,0.03432141302595889,324417.9417249344,0.7838001085575248,0.7621013682170239,0.8551752263348649,1.3418514985633938,0.050866769768640775,-14.659706097622376,-188982.3586259111,2.409934221661611
458,0.032782102539260685,333322.02318784577,0.8007965995739402,0.8902470607731577,0.9016708225020063,1.3556992413239008,0.049840061432866206,-18.541163835889588,-245023.05730194933,2.099894881294826
459,0.036271454934941265,319370.7507143469,0.7823880251309395,0.7652303094051812,0.8574682249425352,1.3679709048236708,0.051979750399383816,-14.522256560077635,-187630.1127030309,2.498824706803206
460,0.035678283859096875,334506.75073112175,0.8064226699837467,0.7811800991990394,0.9001121193929776,1.284644571236608,0.050863390444587715,-16.770911360884845,-218034.35123104395,2.373242400158987
461,0.034640080918067244,353105.1042901254,0.7753008717010014,0.7784674656504691,0.9170759235827575,1.3863787603695414,0.04890306620995031,-15.091584890802842,-188426.00478717414,2.205035045029646
462,0.03707305625812312,321300.72225290607,0.8021249933431096,0.8353199752693001,0.9266904179255894,1.469594845576016,0.048069828739913494,-16.418449766919284,-212054.4682416451,2.2694841018073104
463,0.03408469622146023,360972.2900555663,0.7460477518344302,0.7160309554327687,0.8813177770415674,1.4169581348407745,0.05009634568743572,-12.568367629124275,-151043.8564556087,2.2535575214012407
464,0.037970529980054665,355737.15996848734,0.7747265094921142,0.7537835972605491,0.8682641864755639,1.424114699393553,0.049767145882683494,-15.064903259144028,-190618.97575627294,2.4735096501442917
465,0.037786967822082566,356285.99984865554,0.819440227581845,0.772733811816652,0.9154861260493278,1.4054585698914768,0.051681543648864875,-18.598589054957497,-242883.5750723253,2.3023211716236665
466,0.034567997205190375,335362.9614645405,0.7310961546412933,0.8673447110114478,0.8956517782778535,1.386739519001063,0.04575402512121168,-12.458487965245695,-150243.9893406846,2.2998352357033753
467,0.034263463431834715,354305.13394060056,0.7497198018898511,0.8275820284705134,0.9115610395547492,1.3831930874051968,0.04988569098763716,-14.394921125246375,-178212.2176850865,2.187195591855328
468,0.031980773351519394,341112.316530299,0.7917309119982578,0.7516642975612631,0.9203182751249244,1.4144426520866076,0.046632571765308085,-14.817004570590893,-184775.54407883325,2.076745713267856
469,0.03565027678137483,340099.4647344732,0.7425604719039777,0.8420529537296145,0.8960214742080692,1.3807957844869152,0.053212883606267594,-14.08538717408604,-176979.9415100013,2.2881723816873816
470,0.03272228069824233,336151.3007678721,0.7989739173421578,0.8501799811254067,0.9156866580103256,1.3260342743733928,0.04715334970485725,-17.212332283688053,-222722.01679549733,2.1426555478720957
471,0.03110960812730064,339812.00992590486,0.7443870626274671,0.7142180555930292,0.935399919909271,1.3276354246843212,0.05204109894112016,-11.627649758799507,-136825.26087232336,2.061123211927464
472,0.03714497739875757,309424.8723424451,0.8271055160825846,0.8542339731138914,0.8699462660018105,1.3026862458766904,0.05076028298694148,-18.583744453528766,-250316.7847390003,2.517249522339319
473,0.03546848735719503,337056.8280339715,0.8288988320600719,0.8114193549563212,0.9222408339150768,1.3649006516543865,0.049980598097736306,-18.8903162412866,-248923.80473431555,2.213689244283837
474,0.03361249565461197,323251.6236031161,0.7790907355425917,0.8147084942800842,0.9015957572868379,1.363080368531543,0.05023575692006709,-14.98667757060633,-191627.77442015006,2.2186684631205384
475,0.03310732178719235,348812.893984512,0.8258821441818589,0.8178792138674277,0.9053922499160736,1.3135092079875554,0.05197269669486124,-19.905457777492497,-264665.75874374266,2.1199394747626923
476,0.033815762886449656,328321.79883000714,0.7998737565456984,0.7962266164423103,0.9118155949710671,1.4097051351377932,0.04846745957990157,-15.962550784654157,-205012.46550839732,2.1709721598183385
477,0.03549705907645123,351332.49101859593,0.7639981177794551,0.8152191375344089,0.9008819856517268,1.2767022208178564,0.051018111258360435,-15.32301260296242,-193783.2451381067,2.3580361013082807
478,0.032679617044999915,322395.0469819271,0.8523614867486362,0.872660515145532,0.9231051153860989,1.4591514460366888,0.045271452687943164,-20.425775088629802,-272895.4686408437,2.0063699106858612
479,0.03729289739674237,327385.78553783166,0.762638062428232,0.7632253214980429,0.8805378255921579,1.3691230913689396,0.05011584214769081,-13.236640822493449,-165228.20078555503,2.505442262658322
480,0.031788546908705646,333972.50512011314,0.7551413407361597,0.8061407527787819,0.9132701939789858,1.3759722798873326,0.05006308207806898,-13.58155167222765,-168154.4218565297,2.086900142707931
481,0.03290555664360737,322362.05383872223,0.8560246354202206,0.8533880099125062,0.9218792586647433,1.3801119261129735,0.05149208006028203,-21.164906437200617,-286180.557326931,2.0177191743702974
482,0.03469169139146914,337160.88006165135,0.7720259069753694,0.7860034713876138,0.9198848119045487,1.2972920636444178,0.05070140942864694,-14.543219466813639,-182411.17312266008,2.283171091467351
483,0.03425815239901329,354378.49331878644,0.8125220349318903,0.8202080098418859,0.9161822050027579,1.4544622382540466,0.05090100089036657,-19.054277217032123,-249965.4076651001,2.054706175203327
484,0.031129194307382188,337198.58807102416,0.7881072556645852,0.8686725440351576,0.8656197326730474,1.3979488011061831,0.05323517541354704,-18.07931273007895,-240307.95472201204,2.018013636974564
485,0.03268101066402993,337888.74706456467,0.8108040426555007,0.7832137612789152,0.9091582114835648,1.375650779400379,0.05112416051242487,-17.268390316622504,-224943.13380963443,2.0940819838809497
486,0.03219611592912663,311220.0637426294,0.7400038404304848,0.8441599998417645,0.8923470523493578,1.4474384817539534,0.049676150398253446,-12.325480300442258,-152464.42302112517,2.143859890932836
487,0.03563392194652989,337779.42340126476,0.7821460985085041,0.7814103338455449,0.8949760441780845,1.4412037030278178,0.049471438856506136,-15.151361514607316,-192569.87437266973,2.2764507891307413
488,0.035697221588212105,340138.1380400118,0.7665981293733298,0.8409400829821079,0.8897461804994559,1.337283074726313,0.05024483699015292,-15.47176907030785,-197706.85386006304,2.3476196756085526
489,0.03289306488868461,322208.6241258258,0.790049459263582,0.8027263065249253,0.8832782475940806,1.332122085378851,0.05132790757982971,-15.681590767633018,-203658.14105257555,2.233667134001194
490,0.03507845327125286,336678.54553103907,0.7843486439739269,0.7370958068496068,0.9356782409862578,1.3433212637625764,0.04871840917462601,-14.038434096188592,-173233.12416789762,2.2656320558692014
491,0.0342473255595717,355479.5884268082,0.7771553531947069,0.8248663617690833,0.8838060548494371,1.422815322635232,0.052243775200722056,-16.973782997187673,-219947.40666783013,2.1530311729021836
492,0.03350529524320235,325490.47927106736,0.7847799063145455,0.8197613358236785,0.8691422872009301,1.382757948596198,0.05293562541533089,-16.13143486998069,-211397.32849492136,2.232535239227945
493,0.03152596210530498,335234.3764808459,0.7390334526473782,0.8600171547674147,0.9039669858665711,1.291534250308808,0.05019908602055795,-13.468852783438967,-166747.69831872382,2.1443657232189617
494,0.031947205939109394,357026.9321762008,0.8465475388906973,0.8445214633605238,0.8974617323997252,1.4055029975594493,0.051725115261014434,-22.683031627208095,-306752.35002410016,1.9346168263956556
495,0.035423517934284936,355188.80286080297,0.7973717537688376,0.8439409449318459,0.8705268528584285,1.3189387497391767,0.04674642677979875,-18.19348566860089,-237766.3360109564,2.371144950848823
496,0.035222183402800734,343403.8046647082,0.8298636448952801,0.804093746098762,0.927097524727413,1.502219752197481,0.04892740408632219,-18.953276156545247,-248526.4972966116,2.086899209476705
497,0.03143666041422608,345599.5663299927,0.8614878852561052,0.7192544313002702,0.9039998879287575,1.3986730707483672,0.05433910556172873,-19.84232876160343,-264805.4240672305,1.959391718411717
498,0.03391117465455853,306672.8198957107,0.8630763114985228,0.8843230676080702,0.9426469610372559,1.338822491013597,0.05060723138207204,-21.104424981611544,-285930.52107792214,2.0851356360609823
499,0.03250481109060565,359369.5564207438,0.8059482838809306,0.8314333090142945,0.8698963135777568,1.3311074334480353,0.05104383307334068,-19.43441388063903,-257801.77400857545,2.1401441615183057
500,0.03119619984261743,330355.93247936276,0.7754073399441765,0.8857858431697707,0.8858097251543351,1.3725324745440948,0.050622573335421354,-16.596708546718205,-216457.3948567374,2.052604198964306
501,0.03540037164829648,357426.5726893257,0.7961124533014892,0.8476833705839515,0.9142774682615114,1.4380315645258717,0.04778778055915377,-18.141959349273225,-234608.7282684657,2.163214696681309
502,0.03282787862130763,331059.9751699469,0.8086893223722025,0.8028088574951561,0.8986496175845377,1.329623657577496,0.047928248119981656,-16.839249402550795,-218696.40835044163,2.1964670907020922
503,0.03290411056067644,353616.7846369613,0.8093415322503189,0.8435065967946676,0.9249559742371266,1.3668810006804044,0.050177970429574614,-19.153949987195755,-250848.54925499632,2.0306969460744266
504,0.03784892127725797,339469.97514241206,0.7493560095503731,0.8601093570195987,0.859348878552249,1.3967016853497762,0.047245523251676795,-14.31517262042201,-180711.77532989046,2.5368664747636185
505,0.032984897679528405,331597.2566347988,0.8362379604520329,0.7934633057967885,0.9087526678863072,1.3190978209825512,0.05300402082925184,-19.15029813770516,-255174.80772505124,2.12361060059236
506,0.032062992981505396,342232.4424664936,0.7968954252973113,0.8532814238313449,0.9158659025435252,1.4135058878193738,0.04852138008980361,-17.64171804346229,-228998.5047999233,2.0167598532463646
507,0.03298900995005798,351854.3934419766,0.8246443365701197,0.80869092143078,0.9061441602985435,1.3468974396736675,0.05084546677016163,-19.58216362786433,-258897.21045108832,2.093131843089275
508,0.035215235300621976,327884.1591292461,0.8027711735939641,0.7551991248591037,0.9026118766119904,1.4754914802474424,0.05205786461690298,-15.770682673432432,-203667.54579894032,2.200605744541292
509,0.03620421251129106,330775.8991375093,0.8265595982308512,0.7242077080803888,0.8845936427681035,1.3715130599150993,0.048073147739606956,-16.294486828307075,-211125.06151622304,2.4211839373289332
510,0.035342165430294566,321853.4492898171,0.7929796476756645,0.851816577729367,0.9075102444196627,1.4003874435759416,0.048871555791900875,-16.376757945352168,-212509.58894247294,2.2583014399564694
511,0.03561792303750576,318168.3901487825,0.815181467489065,0.7398423475821316,0.9289953706326354,1.351746111615718,0.05389811387260381,-15.81226602792113,-204722.22186225269,2.2759549996355832
512,0.037963990852354176,346822.25679629226,0.8138067030636076,0.8193203952404403,0.8808542836515275,1.4170661212532718,0.04905218848779692,-18.67756575621915,-246403.50791928417,2.4068279434803044
513,0.03598223108836931,330119.51804673084,0.8097953792911394,0.7836333356157206,0.8713857092171243,1.3962935404369492,0.05326673945743053,-17.30496306458732,-228912.95867180784,2.348259884127411
514,0.0349453903156579,332780.3687483789,0.7533905244725074,0.8871932504957045,0.9076379711276904,1.3608642516541845,0.04769605083330528,-14.512963387663667,-182162.53656130892,2.2759891245275203
515,0.03687654947679306,319154.02776716923,0.8131464010224285,0.7254199623753321,0.8772508357716,1.3984722895912278,0.047045087256712234,-14.871712522949332,-190642.6605260912,2.494828139207085
516,0.0353909224479102,343709.10858607123,0.7930271991054619,0.7304197405609828,0.9166489373935733,1.4265122038766327,0.054032016388776735,-15.51857571223053,-197850.51059716434,2.1940514186685163
517,0.03227454987600184,335969.45809917775,0.827969592448244,0.8059733156514923,0.9113797573532177,1.354236235322468,0.050679186210857624,-18.79901105798025,-248409.54577090422,2.059910454041375
518,0.03743869935773134,351600.9519655868,0.7722652040380573,0.8099775593502785,0.8991186811720189,1.3566583257847713,0.04818372355519012,-15.45569743502871,-194995.72078119815,2.4248131391997663
519,0.03607278150839353,330566.18655793864,0.8117956559507817,0.8095887213818211,0.8914758273307304,1.2843791863936003,0.05240953893467325,-17.829949072890642,-235690.58530564661,2.393606161245272
520,0.0348826031049221,342058.1646636553,0.7636000548231594,0.8732856407289901,0.8831566165368454,1.4370338786777708,0.048080412048079446,-15.690457496355432,-200587.46490460858,2.247859905206915
521,0.031921087851698525,309976.7135824071,0.7707910079749949,0.7606886444667156,0.9026562748961926,1.2849340260221083,0.049200668873888964,-12.755020495331255,-158596.9710124969,2.2603715432445117
522,0.035029418596986016,340883.04000857024,0.8326776183255311,0.8469886286542171,0.934989235378689,1.282144033322511,0.05041696173790329,-20.232334797007105,-268569.6736766667,2.1905362026625794
523,0.03636888680862444,340778.14576187334,0.8059345807596145,0.8567338061294864,0.8985006055284975,1.3402965198493801,0.047228787014284804,-18.237299785462312,-238811.67912012606,2.3506181160986364
524,0.032891060344005255,329654.78479597426,0.8248775617505544,0.8440641250639866,0.896195312344479,1.4046116058555234,0.05219091866160198,-19.441567832972613,-260243.7275753057,2.057759394013028
525,0.032658849600635906,333807.4425273491,0.8456382571193912,0.8576602490326111,0.8958799356916856,1.298018455177118,0.052554873221632756,-21.61162806695978,-293345.76690660685,2.0988148968053664
526,0.031100627846948743,347158.7806191478,0.7960531844077856,0.869379579083214,0.9242325919259011,1.38164613254198,0.05006948801856806,-18.3570916746737,-239392.9974550433,1.9329773668000716
527,0.03427097881143688,311587.0910973812,0.8070368757707942,0.830725079515733,0.8953887093349501,1.3909318960307342,0.04738310513007538,-16.249580712313076,-212004.55880617988,2.2734983969505507
528,0.03536819216714235,344532.47178028367,0.7698062595619382,0.8068404635823299,0.9017247518093685,1.3888803915033612,0.049323896770792575,-15.042165906572269,-189676.0756092922,2.281767460306414
529,0.036129284684319446,330632.3162688245,0.8648199447020395,0.7871080826829461,0.8847227628331757,1.358926614274962,0.04969595923456256,-20.51870082979557,-276545.40865268273,2.334558206864265
530,0.03673919214560172,340611.1255729606,0.7573913302778937,0.7780660458017983,0.8839723978235171,1.425824894313791,0.04669297831084702,-13.259027791635914,-162887.56109047262,2.4258694969106056
531,0.03541537885217873,329968.35231361707,0.8305732777345665,0.8590464472515507,0.8828241434678592,1.4108391942636826,0.049727670164339134,-19.95431283570182,-268054.5600402834,2.2397631961508533
532,0.03680716307182565,347203.3005258719,0.7765608620340375,0.7981060085238195,0.8905962918179415,1.353541427550244,0.049250540545672385,-15.529598462145383,-197466.1577261439,2.410743755986929
533,0.0348275752371228,343307.70541472174,0.8077528920904262,0.7563955569608098,0.8966746823523197,1.4499529862853862,0.052219668394149925,-16.932667587571824,-220053.62201976456,2.1739814260227566
534,0.0375583999475885,343024.78963064903,0.7915532610070659,0.8717755749030667,0.8989568026201086,1.3624451613728845,0.04956576362352424,-17.948130404089746,-234810.7484628029,2.376960023979155
535,0.032687602531374656,331920.87250360136,0.8552354168578629,0.7604899661247171,0.9214595549400124,1.3195640032350422,0.04977621821170667,-19.065528043115638,-252193.4562842947,2.1142352853881192
536,0.03192757147326405,333977.93303502665,0.776651558386393,0.864581627399794,0.9015172647545512,1.391294034781139,0.04979380398768119,-16.23296858976477,-209415.15684534793,2.0592717139263215
537,0.03232861200805775,343885.5154367737,0.8018690989458676,0.86292247539886,0.9064663471876132,1.4427460634349858,0.0510571532993261,-18.760477954078574,-247267.99896349636,1.9739322069864176
538,0.037233476742345326,308425.52017355204,0.8469593987316089,0.8660558996802609,0.8791969463291042,1.3256996655646867,0.048259869565501094,-19.733228301524317,-267001.9160116076,2.472821632069003
539,0.036422122106159936,312155.70078689256,0.7716659645241389,0.8422166165009033,0.8600320995403383,1.3019956742089944,0.04942107524384994,-14.627054870333293,-189230.24083020445,2.5647009200350066
540,0.0345475054417413,334044.2532340172,0.7685232265655688,0.7770412068153159,0.93038197423325,1.3951306123521814,0.04860024475463855,-13.678191794489308,-168262.10434926415,2.207134865732893
541,0.031782638587453185,329752.3386757419,0.8040056779517738,0.8144786406401854,0.9196992233098574,1.404823755580797,0.049374109425519605,-16.77109799362959,-217147.18288325073,2.0195803764238187
542,0.03278636337256987,332432.7266257615,0.7858150140337978,0.7575528506293068,0.8738469130567675,1.3253193446927038,0.04908699588451886,-14.740072047850623,-187822.8412875977,2.2814795122405425
543,0.03155846820869749,357370.69494385424,0.7928810563266095,0.8602021693088165,0.9278310983797857,1.397585517144458,0.04683500094654206,-17.914036118624413,-230038.56120842506,1.9655883743267422
544,0.035025644116705265,333112.3243292376,0.8182398844112483,0.7859243290388783,0.9112749076166334,1.371158942006963,0.05225586085225421,-17.720383464666895,-232665.97357054835,2.2153159278524206
545,0.032005288875548106,305869.9929607946,0.8393275244550036,0.8254453300594318,0.9041768196867409,1.4373594952005506,0.05126307216667746,-18.38561321511847,-246220.23013301424,2.0360196213095656
546,0.03442286734240768,335721.84290869936,0.8096697292228131,0.8393365735374554,0.8734300703714141,1.344929766881027,0.050505572556056165,-18.493828822632,-245697.01364602929,2.2778066319481898
547,0.03406860584347582,356815.5600986299,0.8016509215816551,0.88277271332207,0.8861234962197596,1.3761431386402583,0.0482903900399929,-19.62302871439315,-259191.83948681122,2.1681549256696178
548,0.03296740193044408,334752.5648889244,0.7801871236820381,0.8213549825144151,0.8668406236786165,1.2769575531404456,0.04832786199119191,-15.69944649140836,-202481.1941269339,2.3225068470237367
549,0.03670316496934683,322833.57429884723,0.8415627871631053,0.8574808368180156,0.9128059184973303,1.3222326167729639,0.051358720023296243,-20.3106001487067,-273389.83116201195,2.311726733606782
550,0.0363193617171806,347927.0195208542,0.8158364504682483,0.8534714082646291,0.9128586179364689,1.3337455806677398,0.046559124868418594,-19.090838948653197,-250074.7126723005,2.3029169513616057
551,0.035115954668947756,333642.62154916226,0.8137007643076903,0.8559320966879581,0.9138825581588162,1.4080189884709582,0.0512381930216833,-18.885019122963342,-250025.37108099868,2.149810189933698
552,0.03594297515232475,338373.00757647137,0.7652622781416286,0.7867071405167528,0.9235876613478611,1.3292047572676897,0.047703151848089806,-13.741421125391668,-168796.58129770655,2.3474105579681104
553,0.031861344998670535,333892.56990155944,0.8313950482980754,0.8625378456097509,0.8883718469979729,1.357945067610372,0.04781501262872284,-20.010070708722314,-267595.3987346737,2.0755805038291486
554,0.03580791184245596,325343.20100555284,0.7212952797660902,0.8530733585944763,0.9030521182787771,1.3437078593770244,0.05384821622537469,-12.161124375942808,-148908.82446913386,2.352889531038681
555,0.03514969977661446,345961.76013321604,0.8323769848862669,0.8353559732028157,0.9066975106375033,1.3502986993831974,0.04829479264231256,-20.087300452319877,-266531.55015532736,2.222986038766454
556,0.03435337609672118,335974.121144771,0.7857201172316044,0.876584119124213,0.87319702365784,1.2581770094652682,0.050560513182767816,-17.559749683786038,-231284.2127972642,2.3473417042210256
557,0.034674358522760386,354270.8170415299,0.8529823505855848,0.7416451149238513,0.9153041274666305,1.4278155175807656,0.05271069575460893,-20.137404135105545,-267244.47414149204,2.0951779214131143
558,0.03749773058127667,335145.77071676205,0.7438517802194488,0.8244588062473494,0.915038415895832,1.3694774812384045,0.048759596859897475,-12.969014270641452,-158036.68157378535,2.4115280710011997
559,0.03556694801044988,335657.2782646522,0.8063039343674998,0.7252000249000033,0.9412024260680714,1.322831903705817,0.05061573877526366,-15.312486879925773,-193169.59211198223,2.272835833476505
560,0.037730391402296434,314091.8483714781,0.7928392652761955,0.8547246706697669,0.9163562413028419,1.3690502951427823,0.04743096884704766,-15.77479271243566,-203381.38717099078,2.4265205322737073
561,0.03200757986467629,328157.00748346286,0.7357814083422798,0.7376548323819276,0.8991570703191192,1.371575562605035,0.05229605456889682,-11.286848795355247,-134863.7506567559,2.16131836623619
562,0.036821066640166454,323647.5394559202,0.8014311072788023,0.83445415851786,0.8848382919162435,1.471002061386376,0.04841305527200289,-16.784510159656087,-219569.80316616737,2.3413918280304493
563,0.034473321078402404,316258.12474489183,0.8152058514969232,0.7986640965200149,0.8796423472568466,1.260816358341106,0.046242807146374694,-16.303690929507376,-212715.7825607785,2.431301025020119
564,0.033366421600494314,324107.0297959969,0.8238375401761519,0.8554298900377668,0.905694925239113,1.3647675710156055,0.04840508010650415,-18.696499855817066,-247928.8693891608,2.15260158116334
565,0.03704136209995017,350660.7348898984,0.7758332442904377,0.8743724495106902,0.89631167188704,1.2816610493497154,0.046938030006302305,-16.79372209022402,-215421.1844866422,2.440780996256007
566,0.03515919780382349,348511.75022050756,0.8527833810506815,0.8076752239619436,0.8677261900975172,1.435325946318951,0.053786220106927914,-22.086228712232046,-300739.8415970509,2.1634822083103273
567,0.032491906855082804,360530.7362894361,0.786936201257798,0.7862182933636023,0.9100679490591208,1.4119398221862354,0.04934510362616616,-16.51798171359634,-209986.15271482148,2.0477189217448184
568,0.03217560412349392,316078.352862509,0.7507865898000432,0.7949601582236153,0.8747620984330071,1.3425988058129836,0.04816828532677619,-12.375355004764979,-153088.07745832665,2.285043337367174
569,0.0370114305956285,326885.40325921465,0.7724422726438973,0.8621437236716747,0.8621265668029505,1.4302280060110477,0.051716003965824056,-16.05860744727942,-210101.35592908625,2.41333500386874
570,0.037836764908318124,337641.06173034373,0.8325579494370299,0.8459320985908498,0.905276565445306,1.4124473837374676,0.050432484655825005,-20.203920520695288,-270077.3505981662,2.3087300933415427
571,0.035721983596311305,336007.55195356515,0.7573056081572404,0.7806855040593851,0.8793971873064157,1.4028429523334784,0.05468548881216805,-14.126559606612227,-179322.3443009627,2.3193071422662626
572,0.034668438822204405,327650.1187814729,0.819735480797323,0.813185343505217,0.8994562689833263,1.2989153364518273,0.04899829581025314,-17.779675587476216,-233878.46408444186,2.3081047073891594
573,0.035999393962778056,356569.7307425463,0.8267921365021179,0.8262603767448591,0.924929422994806,1.4002228229810656,0.0514586800520156,-20.423206713510723,-270434.6166589287,2.1494209255606647
574,0.033235875883295914,330435.8924072809,0.7729844620548278,0.7788695604302115,0.8718503366879146,1.451016186646524,0.04992392346374102,-14.355982746172577,-182520.0483333728,2.2038851714329635
575,0.03405664865220959,313988.4190343668,0.7999123517470883,0.8594299795825202,0.9345276519599551,1.3506246666084143,0.047777641557268914,-16.276380425020786,-210345.4945432259,2.19003489310914
576,0.03406066927446433,308443.64494084317,0.8422102934555893,0.8418260242558988,0.9495384068043314,1.4213944260685223,0.05008375818600572,-18.676124245800395,-247895.64906362083,2.065616325311429
577,0.03798874970087907,337350.38907283125,0.7504980749013475,0.8395287441721695,0.9140523807880359,1.3076827266494837,0.050572248672707425,-14.036635476948176,-174855.1995424523,2.466490467145746
578,0.03504495025451432,334310.85413973563,0.8526794595402591,0.7295214488507313,0.9073977304752227,1.309185370728923,0.05118557406471166,-18.494456554074652,-244287.44463808218,2.293133590678108
579,0.03793786686675663,324931.83828761085,0.8057007035830801,0.7324269456289415,0.8980983333177772,1.380758955368969,0.04746076462135952,-14.790012166749115,-187798.04859686692,2.502810947778933
580,0.034163659182274674,342983.6092412115,0.765090223038937,0.8796141313902932,0.8733589863576886,1.3781289082773611,0.050903137066004286,-16.447231624029172,-213464.02762013287,2.2382576487648187
581,0.036301831628671004,357075.4133203039,0.7533644818270009,0.770859956566978,0.8848101750189558,1.3814191867333399,0.04895454019968866,-13.778503142995579,-169575.59544845714,2.3934098491850984
582,0.03602955717669024,332002.59385012195,0.8091279585111979,0.789779759692284,0.9069791569081993,1.4312013575126783,0.04836363791351484,-16.63990147438304,-215185.74521825326,2.275461430601987
583,0.03129675674362214,339108.4657907521,0.8183372009638334,0.760962661923282,0.8700674954288052,1.3133124406291001,0.053393080016880166,-17.832376614785385,-236076.8754998566,2.127684170648815
584,0.0360828085940327,335611.22203199327,0.8213844763326544,0.7725979890913212,0.9092357131089981,1.3681249337999712,0.048372808152137146,-17.242792893063058,-223979.4076675566,2.3206008489202405
585,0.03142128906640155,343429.5866591778,0.7720799631723374,0.7698462824048514,0.8637428091114329,1.3880772499605254,0.05169663744130494,-14.954089339082007,-191133.3192105524,2.12632000813664
586,0.03286757963054451,336993.2748013653,0.831651185464825,0.8716836288017421,0.8978871624277632,1.3627422397501785,0.04854587197778121,-20.48867655058778,-274372.933348434,2.0921359197609455
587,0.03752000778393644,331770.59728492174,0.7800448472470789,0.744319960098348,0.9007539873548154,1.3266557129627128,0.05206600349403506,-14.290185904485567,-180500.4230903816,2.4774270991622163
588,0.037460412075660095,343186.1401036123,0.8204002893695159,0.7827538585516451,0.8763122256778995,1.3287789842653273,0.049495388228829956,-18.162032205779262,-239246.43378567504,2.4816350400356555
589,0.035406888577818554,335464.6962737923,0.7874298511659457,0.7417279502098809,0.8692020286019717,1.413936090118781,0.04756107368475282,-14.494585203275351,-183502.81033938334,2.388299527015768
590,0.03274161808298852,334187.53183558816,0.7807278081609197,0.7886232880513062,0.8914103924397864,1.3419762891211944,0.050304566943036325,-15.166204035867027,-193673.79670549484,2.1998466443116866
591,0.03291518858436625,344665.824942734,0.8074048111943747,0.8158008416282477,0.9181250854978579,1.4646790215171874,0.04942755733082007,-17.831874830845745,-231788.0307705158,2.0137158087121505
592,0.03503408944878544,348153.3152634838,0.789905956675767,0.7868427923519539,0.9206368522053165,1.4111831498655352,0.04947536460350349,-16.119201388543452,-204852.18318473376,2.1882917153672334
593,0.034017489978197736,339239.4117393811,0.823704317394838,0.7790901334364683,0.897443302416242,1.3734805697039438,0.04943066223010112,-17.94958934450249,-235266.66217544873,2.1963380154132692
594,0.03175303615490349,320516.9307322584,0.7537733763573957,0.8650344988992706,0.8997509309858384,1.317696930681996,0.04827217404519763,-13.765284952742045,-172702.04208159927,2.1763448171794213
595,0.033113616590648313,322305.1764037573,0.774401288251817,0.8328379437291415,0.8923931955305475,1.442057021285045,0.04884102595208435,-14.840754965284031,-189562.27087543154,2.1587783029148775
596,0.033355326346460545,316662.15164693154,0.8037682631452613,0.791638364510844,0.9006586692780275,1.387022709992273,0.05042817506389525,-15.859435130202403,-205980.6583626334,2.1943001493138157
597,0.031352249257869155,345797.1034017611,0.7858883546459187,0.82287529851529,0.9213342104576072,1.2925588385779148,0.04759724675088193,-16.203427613125577,-205792.43025683032,2.0834457495598513
598,0.034551152680133805,339398.7885405775,0.8100737628137117,0.8577166066643714,0.8851666708927708,1.2612878288203977,0.048122861557096344,-18.712739850401086,-247226.96979703553,2.3206228109128126
599,0.034854931243420394,344108.4997491822,0.773610434397051,0.8619762799121506,0.9146265074425565,1.484196553229516,0.04983494375852387,-16.363737076719428,-209560.83429662872,2.114825379747814
600,0.03413451458260084,306214.53943025117,0.8095859923242726,0.7270327304967056,0.8840783054941211,1.3293433737698468,0.046608549704210155,-14.01557397512419,-178620.67327280596,2.4176579400347245
601,0.03561377350222421,348426.2828217483,0.783189736307359,0.8316524553374169,0.9380402230749627,1.4960273223587095,0.05316014572973593,-17.002755041066354,-218675.66775356446,2.054825492596842
602,0.036441690770011505,333432.10263536416,0.7853693069654363,0.8615375990419805,0.8857162909969958,1.4310990165478432,0.04681002838959804,-16.46615937776113,-212963.8571337062,2.3418333027308225
603,0.037856894747007666,351200.2707854539,0.7765992985777622,0.7846385819042534,0.8719002232951052,1.450152194454744,0.0523001580929645,-15.95546079880753,-205437.02530532193,2.400606253381642
604,0.03328197663274694,344687.37268695555,0.791190368213016,0.8224072490305888,0.8904203569523975,1.262136813629601,0.04940718837272951,-16.984046466289392,-220173.37929599916,2.2611553261915525
605,0.0373094496419594,339035.484190946,0.7997105889546666,0.7928829097121857,0.8946725410545401,1.286155793385504,0.049938096041841386,-16.709407618270987,-216536.65509703266,2.4723610877979887
606,0.03676671332839608,333469.5205210061,0.76585154040103,0.7571506829153487,0.8996820676431733,1.3158952704001572,0.0489917102484535,-13.339265561562867,-164801.200322843,2.4663594990179605
607,0.0378050370443864,351898.6725989636,0.8038563311531717,0.7155478794450707,0.8750471274994036,1.2636228687993232,0.05183248771598857,-16.199217315550786,-208830.25117925677,2.583137764247731
608,0.033159935141722684,333529.563410077,0.8433642051644572,0.8515433739807364,0.8623581311018288,1.2516947797434201,0.051961918631103436,-21.391144960651417,-291420.7905500376,2.2515680030280087
609,0.03369871568800095,330165.0865993935,0.7999283999885906,0.8430502238848895,0.9187797256965775,1.3890305954849147,0.05230833622535895,-17.537093400441776,-229874.3064747865,2.10041030713403
610,0.03173785872811103,324304.74299461086,0.8000484275053918,0.8034697902145108,0.8864979523364566,1.3708207445479073,0.052115353082861325,-16.553153270658747,-216903.12210416977,2.104757155644271
