Element,TEA,TEA,TEA,TEA,TEA,Stream-lipidcane,Biorefinery,Biorefinery,Biorefinery,Incentive 1,Incentive 1,Incentive 1,Incentive 1,Incentive 1,Incentive 2,Incentive 2,Incentive 2,Incentive 2,Incentive 2,Incentive 3,Incentive 3,Incentive 3,Incentive 3,Incentive 3,Incentive 4,Incentive 4,Incentive 4,Incentive 4,Incentive 4,Incentive 5,Incentive 5,Incentive 5,Incentive 5,Incentive 5,Incentive 6,Incentive 6,Incentive 6,Incentive 6,Incentive 6,Incentive 7,Incentive 7,Incentive 7,Incentive 7,Incentive 7,Incentive 8,Incentive 8,Incentive 8,Incentive 8,Incentive 8,Incentive 9,Incentive 9,Incentive 9,Incentive 9,Incentive 9,Incentive 10,Incentive 10,Incentive 10,Incentive 10,Incentive 10,Incentive 11,Incentive 11,Incentive 11,Incentive 11,Incentive 11,Incentive 12,Incentive 12,Incentive 12,Incentive 12,Incentive 12,Incentive 13,Incentive 13,Incentive 13,Incentive 13,Incentive 13,Incentive 14,Incentive 14,Incentive 14,Incentive 14,Incentive 14,Incentive 15,Incentive 15,Incentive 15,Incentive 15,Incentive 15,Incentive 16,Incentive 16,Incentive 16,Incentive 16,Incentive 16,Incentive 17,Incentive 17,Incentive 17,Incentive 17,Incentive 17,Incentive 18,Incentive 18,Incentive 18,Incentive 18,Incentive 18,Incentive 19,Incentive 19,Incentive 19,Incentive 19,Incentive 19,Incentive 20,Incentive 20,Incentive 20,Incentive 20,Incentive 20,Incentive 22,Incentive 22,Incentive 22,Incentive 22,Incentive 22,Incentive 23,Incentive 23,Incentive 23,Incentive 23,Incentive 23
28,0.37949305436471326,0.010600389672808429,0.031064703439860453,0.344045261807203,0.04810303820056321,0.03555366034694063,-24.122587137824446,"(-346349.9328138496,)",5.484005926607062,4.918144471191647,128975090.73913133,0.0,0.0,0.0,5.030294898369246,64487545.36956568,0.0,0.0,0.0,5.459701048738177,5539737.331127532,0.0,0.0,0.0,5.4437479192578415,5722012.280600613,0.0,0.0,0.0,2.2089183821365888,746480802.2912811,0.0,0.0,0.0,4.91814447127335,128975090.73913133,0.0,0.0,0.0,5.484005926605766,0.0,3328586.8041823977,0.0,0.0,5.484005926605766,0.0,0.0,0.0,0.0,5.415364404483673,0.0,0.0,10304724.677949913,0.0,5.418595494328882,0.0,0.0,14962253.332759228,0.0,5.441661511519759,0.0,0.0,4569074.806300228,0.0,5.441661511519759,0.0,0.0,4569074.806300228,0.0,5.401070517454702,0.0,0.0,16514891.653857976,0.0,5.393987991113424,0.0,0.0,22725313.815223664,0.0,5.464828647769251,0.0,0.0,1667277.400345191,0.0,5.107892091508436,0.0,0.0,45141281.758695975,0.0,5.430723959011343,0.0,0.0,9750000.0,0.0,5.416202897839097,0.0,0.0,17109987.80521607,0.0,5.482831109050707,0.0,0.0,125000.0,0.0,4.154632789443561,0.0,0.0,303000000.0,0.0,5.484005926613111,0.0,0.0,0.0,3328586.8041823977,5.393987991113663,0.0,0.0,0.0,22725313.815224614
29,0.38167347677895025,0.1009524434584072,0.013629173883911987,0.5737555413444263,0.0013153867050614831,0.03512508769723676,-24.122587137824457,"(-346349.93281384965,)",8.593108075034486,8.30044288671704,56585891.50158791,0.0,0.0,0.0,8.358447413399075,28292945.75079395,0.0,0.0,0.0,8.580537521596833,2430476.8755737026,0.0,0.0,0.0,8.572286516693888,2510447.282690553,0.0,0.0,0.0,2.154487101428313,1244887066.8123488,0.0,0.0,0.0,8.300442886621934,56585891.50158791,0.0,0.0,0.0,8.593108075026095,0.0,91020.83761547838,0.0,0.0,8.593108075026095,0.0,0.0,0.0,0.0,8.321932033682726,0.0,0.0,32695591.043930538,0.0,8.515527291050505,0.0,0.0,15000000.0,0.0,8.426916000615142,0.0,0.0,15000000.0,0.0,8.472358117255201,0.0,0.0,10898530.347976848,0.0,7.307767168751286,0.0,0.0,212267453.58065364,0.0,8.075902848525534,0.0,0.0,100000000.0,0.0,8.566241783139784,0.0,0.0,2000000.0,0.0,8.398580907074901,0.0,0.0,19805062.025555767,0.0,8.530296614956997,0.0,0.0,9750000.0,0.0,7.51882549047917,0.0,0.0,223478566.2263485,0.0,8.591723141070329,0.0,0.0,125000.0,0.0,7.025976238719498,0.0,0.0,303000000.0,0.0,8.59310807503214,0.0,0.0,0.0,91020.83761547838,7.972461803220952,0.0,0.0,0.0,120000000.0
30,0.3726798603865263,0.09643586261584303,0.053921485891760795,0.47033278553858254,0.06233484315074807,0.029972310585430404,-24.122587137824485,"(-346349.9328138502,)",7.649865280351097,6.521451996393473,223872362.0568992,0.0,0.0,0.0,6.745096902080842,111936181.02844962,0.0,0.0,0.0,7.601397679685339,9615764.364940474,0.0,0.0,0.0,7.569584727851543,9932153.547134394,0.0,0.0,0.0,2.506160626122885,1020488970.690959,0.0,0.0,0.0,6.521451996223317,223872362.0568992,0.0,0.0,0.0,7.649865280352356,0.0,4313385.268665426,0.0,0.0,7.649865280352356,0.0,0.0,0.0,0.0,7.385590256729459,0.0,0.0,32695591.04393055,0.0,7.574258809306093,0.0,0.0,15000000.0,0.0,7.487902541411518,0.0,0.0,15000000.0,0.0,7.532188225312588,0.0,0.0,10898530.347976848,0.0,6.513232132749676,0.0,0.0,193220973.67940113,0.0,7.145822140055533,0.0,0.0,100000000.0,0.0,7.623682694722731,0.0,0.0,2000000.0,0.0,7.128254206187816,0.0,0.0,54492651.73988425,0.0,7.588652276386088,0.0,0.0,9750000.0,0.0,6.701060863538631,0.0,0.0,203302628.72713864,0.0,7.648515590859598,0.0,0.0,125000.0,0.0,6.122614565267143,0.0,0.0,303000000.0,0.0,7.649865280352028,0.0,0.0,0.0,4313385.268665426,7.045013511997397,0.0,0.0,0.0,120000000.0
31,0.32988271264526986,0.07082241674934704,0.06803118183907964,0.32474863956711336,0.06247286157136142,0.03023606133887806,-24.122587137824436,"(-346349.9328138494,)",5.6203171734043735,4.35914709919535,282453295.1931202,0.0,0.0,0.0,4.609103623386486,141226647.5965601,0.0,0.0,0.0,5.566147403870705,12131932.256951489,0.0,0.0,0.0,5.530591687370038,12531111.352812447,0.0,0.0,0.0,2.4741817418212215,704612595.8360331,0.0,0.0,0.0,4.359147099051561,282453295.1931202,0.0,0.0,0.0,5.620317173399162,0.0,4322935.7318123095,0.0,0.0,5.620317173399162,0.0,0.0,0.0,0.0,5.386209621805571,0.0,0.0,32695591.04393053,0.0,5.553341317803854,0.0,0.0,15000000.0,0.0,5.4768427741081425,0.0,0.0,15000000.0,0.0,5.516073167078675,0.0,0.0,10898530.347976848,0.0,5.045401557425676,0.0,0.0,112316313.97303258,0.0,5.173811469393744,0.0,0.0,100000000.0,0.0,5.59712337729115,0.0,0.0,2000000.0,0.0,5.158248946956118,0.0,0.0,54492651.73988423,0.0,5.56609174457911,0.0,0.0,9750000.0,0.0,5.143140700151135,0.0,0.0,117931978.5208537,0.0,5.619121553412291,0.0,0.0,125000.0,0.0,4.267404890250459,0.0,0.0,303000000.0,0.0,5.620317173406261,0.0,0.0,0.0,4322935.7318123095,5.09634051971474,0.0,0.0,0.0,118898666.57602656
32,0.33985517524514897,0.05162231340429027,0.020482452777065438,0.44313278110468557,0.06954258715910613,0.030096692106152616,-24.12258713782446,"(-346349.93281384965,)",5.7809134744807915,5.406965215745603,85039479.31118105,0.0,0.0,0.0,5.481079571049156,42519739.655590534,0.0,0.0,0.0,5.7648516510927585,3652615.2101156497,0.0,0.0,0.0,5.754309061678611,3772797.849304595,0.0,0.0,0.0,1.552982742151797,961472662.7043667,0.0,0.0,0.0,5.4069652156741075,85039479.31118105,0.0,0.0,0.0,5.780913474480034,0.0,4812139.661145036,0.0,0.0,5.780913474480034,0.0,0.0,0.0,0.0,5.5503559318640905,0.0,0.0,32695591.043930538,0.0,5.714953241345216,0.0,0.0,15000000.0,0.0,5.6396147222430235,0.0,0.0,15000000.0,0.0,5.678250225187694,0.0,0.0,10898530.347976848,0.0,5.3436329454158145,0.0,0.0,86354835.75406514,0.0,5.357455227449116,0.0,0.0,98424152.33385667,0.0,5.758071389294735,0.0,0.0,2000000.0,0.0,5.532359500048707,0.0,0.0,29763817.75891337,0.0,5.727510320536782,0.0,0.0,9750000.0,0.0,5.4200005053315925,0.0,0.0,90138861.86341107,0.0,5.779735984878237,0.0,0.0,125000.0,0.0,4.44851676515569,0.0,0.0,303000000.0,0.0,5.780913474484454,0.0,0.0,0.0,4812139.661145036,5.3193862547749475,0.0,0.0,0.0,112867854.49582353
33,0.3420663556583925,0.07231569176281728,0.006589853596052846,0.3624874482395585,0.03853966291054303,0.033047524323047396,-24.122587137824457,"(-346349.93281384965,)",5.206480068258831,5.081463496251255,27359893.106783345,0.0,0.0,0.0,5.106241048814717,13679946.553391675,0.0,0.0,0.0,5.201110357200436,1175161.9661649973,0.0,0.0,0.0,5.197585809731937,1213828.5265453635,0.0,0.0,0.0,1.6127187899842672,786495124.975791,0.0,0.0,0.0,5.081463496265817,27359893.106783345,0.0,0.0,0.0,5.206480068257929,0.0,2666829.7513101646,0.0,0.0,5.206480068257929,0.0,0.0,0.0,0.0,4.9669050104480075,0.0,0.0,32695591.043930538,0.0,5.13794001319411,0.0,0.0,15000000.0,0.0,5.059654870732463,0.0,0.0,15000000.0,0.0,5.099801476852767,0.0,0.0,10898530.347976848,0.0,4.676105549270383,0.0,0.0,102319813.3685096,0.0,4.757759934218625,0.0,0.0,99256001.22928444,0.0,5.182744588532278,0.0,0.0,2000000.0,0.0,5.123384706490497,0.0,0.0,9575962.587374173,0.0,5.150988222066525,0.0,0.0,9750000.0,0.0,4.7651653164252465,0.0,0.0,107877963.16480201,0.0,5.2052565249462095,0.0,0.0,125000.0,0.0,3.832278677420878,0.0,0.0,302066309.1116261,0.0,5.20648006825537,0.0,0.0,0.0,2666829.7513101646,4.690099588930423,0.0,0.0,0.0,117041831.84710532
34,0.3600891971467713,0.0627639818796772,0.030171372595326755,0.3394234979540141,0.04931491031037646,0.03212902689760908,-24.12258713782447,"(-346349.93281384994,)",5.426164722230549,4.845380295953509,125266140.90296593,0.0,0.0,0.0,4.960488368578683,62633070.45148296,0.0,0.0,0.0,5.401218873002655,5380430.539801114,0.0,0.0,0.0,5.384845025548247,5557463.78996535,0.0,0.0,0.0,2.011671689504308,736452883.3744305,0.0,0.0,0.0,4.84538029591933,125266140.90296593,0.0,0.0,0.0,5.42616472222997,0.0,3412444.7404786926,0.0,0.0,5.42616472222997,0.0,0.0,0.0,0.0,5.183073276959096,0.0,0.0,32695591.043930538,0.0,5.356618663483708,0.0,0.0,15000000.0,0.0,5.277184482821446,0.0,0.0,15000000.0,0.0,5.317920344867023,0.0,0.0,10898530.347976848,0.0,4.925737017658397,0.0,0.0,94580024.5376718,0.0,4.973757570276067,0.0,0.0,98990860.79788876,0.0,5.4020808625654935,0.0,0.0,2000000.0,0.0,5.040131964844839,0.0,0.0,43843149.31603807,0.0,5.369858388778638,0.0,0.0,9750000.0,0.0,5.011049063440543,0.0,0.0,99338106.20021616,0.0,5.424923220234437,0.0,0.0,125000.0,0.0,4.02133433556047,0.0,0.0,303000000.0,0.0,5.426164722230573,0.0,0.0,0.0,3412444.7404786926,4.916328101212464,0.0,0.0,0.0,115691570.602193
35,0.3685959097235227,0.11920495299390688,0.020712682207563726,0.2359629640286977,0.03591450916653242,0.03397063608038829,-24.122587137824457,"(-346349.93281384965,)",4.903950039435666,4.454683885961036,85995350.7150984,0.0,0.0,0.0,4.543725806995413,42997675.357549205,0.0,0.0,0.0,4.884653162281898,3693671.792977441,0.0,0.0,0.0,4.87198716241846,3815205.3241165555,0.0,0.0,0.0,2.2292466123757544,511972819.4305953,0.0,0.0,0.0,4.45468388602965,85995350.7150984,0.0,0.0,0.0,4.903950039436966,0.0,2485176.940216801,0.0,0.0,4.903950039436966,0.0,0.0,0.0,0.0,4.630034203521218,0.0,0.0,32695591.043930538,0.0,4.825585427325097,0.0,0.0,15000000.0,0.0,4.736078863357147,0.0,0.0,15000000.0,0.0,4.781980098966075,0.0,0.0,10898530.347976848,0.0,4.056303728292261,0.0,0.0,145314574.42053074,0.0,4.381519292031619,0.0,0.0,100000000.0,0.0,4.876812307195806,0.0,0.0,2000000.0,0.0,4.605334160326397,0.0,0.0,30098372.75028444,0.0,4.840503971321939,0.0,0.0,9750000.0,0.0,4.186939321963119,0.0,0.0,155865695.81232515,0.0,4.902551112970225,0.0,0.0,125000.0,0.0,3.3662393801348194,0.0,0.0,299414689.86410195,0.0,4.9039500394414715,0.0,0.0,0.0,2485176.940216801,4.27987222821307,0.0,0.0,0.0,119775072.06130177
36,0.35514214805322775,0.07035920715996048,0.019428774862846394,0.4036916191459883,0.05317803925335561,0.035335406416523656,-24.122587137824485,"(-346349.9328138502,)",6.167849986730716,5.792131461307246,80664797.13018712,0.0,0.0,0.0,5.866596673104561,40332398.56509356,0.0,0.0,0.0,6.151712126857878,3464713.887069571,0.0,0.0,0.0,6.141119628949052,3578713.976054972,0.0,0.0,0.0,2.088120582172555,875896508.9518766,0.0,0.0,0.0,5.792131461218842,80664797.13018712,0.0,0.0,0.0,6.1678499867298875,0.0,3679761.7438006364,0.0,0.0,6.1678499867298875,0.0,0.0,0.0,0.0,5.923638000998043,0.0,0.0,32695591.04393055,0.0,6.097983352437504,0.0,0.0,15000000.0,0.0,6.018183016507629,0.0,0.0,15000000.0,0.0,6.059106652259358,0.0,0.0,10898530.347976848,0.0,5.562803614433164,0.0,0.0,113174204.97302243,0.0,5.7020724247835926,0.0,0.0,100000000.0,0.0,6.143655111480957,0.0,0.0,2000000.0,0.0,5.918119360688364,0.0,0.0,28232678.99556549,0.0,6.111284106816018,0.0,0.0,9750000.0,0.0,5.665464018384867,0.0,0.0,118850189.61396599,0.0,6.166602761976988,0.0,0.0,125000.0,0.0,4.756543974038023,0.0,0.0,303000000.0,0.0,6.167849986730366,0.0,0.0,0.0,3679761.7438006364,5.619980706421758,0.0,0.0,0.0,119016851.42357667
37,0.3384146564010698,0.08903571318697773,0.07188230939626691,0.1289624163116875,0.013255324458990952,0.03175376068009482,-24.12258713782442,"(-346349.9328138491,)",4.113421462267119,2.718611358266785,298442487.78585756,0.0,0.0,0.0,2.995054553851543,149221243.89292878,0.0,0.0,0.0,4.053511586973915,12818699.962195683,0.0,0.0,0.0,4.014188204938968,13240475.896370567,0.0,0.0,0.0,2.8056837230372795,279811927.90766466,0.0,0.0,0.0,2.718611358263966,298442487.78585756,0.0,0.0,0.0,4.113421462296349,0.0,917228.9262767786,0.0,0.0,4.113421462296349,0.0,0.0,0.0,0.0,3.8683781552917957,0.0,0.0,32695591.04393053,0.0,4.043316995187631,0.0,0.0,15000000.0,0.0,3.963245011188328,0.0,0.0,15000000.0,0.0,4.004307954958447,0.0,0.0,10898530.347976848,0.0,3.587557575341532,0.0,0.0,101576901.44434722,0.0,3.662851027741328,0.0,0.0,98499345.0482656,0.0,4.08914422532426,0.0,0.0,2000000.0,0.0,3.6297688612155796,0.0,0.0,54492651.73988423,0.0,4.056663026620022,0.0,0.0,9750000.0,0.0,3.6722192609112505,0.0,0.0,108310389.94645426,0.0,4.112169991843318,0.0,0.0,125000.0,0.0,2.795546436497792,0.0,0.0,294036395.91605103,0.0,4.113421462245051,0.0,0.0,0.0,917228.9262767786,3.6029187735999297,0.0,0.0,0.0,115409279.26286805
38,0.33878208377513397,0.08660547174141259,0.00562295215616862,0.22351926315762283,0.05290798734208233,0.032253475728579444,-24.122587137824485,"(-346349.9328138502,)",3.815368075347674,3.7066515501832,23345491.321609747,0.0,0.0,0.0,3.728198528903448,11672745.660804868,0.0,0.0,0.0,3.8106984838035016,1002735.4045396063,0.0,0.0,0.0,3.8076334777223604,1035728.5835068341,0.0,0.0,0.0,1.5569176409633787,484973511.9530865,0.0,0.0,0.0,3.7066515501835124,23345491.321609747,0.0,0.0,0.0,3.8153680753472696,0.0,3661074.9568130746,0.0,0.0,3.8153680753472696,0.0,0.0,0.0,0.0,3.571204454822023,0.0,0.0,32695591.04393055,0.0,3.7455152778615486,0.0,0.0,15000000.0,0.0,3.665730746069226,0.0,0.0,15000000.0,0.0,3.706646277059227,0.0,0.0,10898530.347976848,0.0,3.3457634353792427,0.0,0.0,91896393.70127064,0.0,3.3822331573328075,0.0,0.0,97035521.36593613,0.0,3.7911779917965354,0.0,0.0,2000000.0,0.0,3.743106943533695,0.0,0.0,8170921.962563409,0.0,3.758813398079657,0.0,0.0,9750000.0,0.0,3.4209855637754996,0.0,0.0,98216956.16888326,0.0,3.8141210976057285,0.0,0.0,125000.0,0.0,2.5606929400444383,0.0,0.0,288778761.08399487,0.0,3.8153680753793897,0.0,0.0,0.0,3661074.9568130746,3.3390187213972315,0.0,0.0,0.0,112021878.32962069
39,0.3571332984182978,0.10521685717663604,0.03469520886483665,0.5480626698683724,0.027896659419841593,0.03242283576386585,-24.122587137824457,"(-346349.93281384965,)",8.20222081485395,7.485291756018681,144048299.71154952,0.0,0.0,0.0,7.627382897671628,72024149.85577476,0.0,0.0,0.0,8.171427282279629,6187161.713354051,0.0,0.0,0.0,8.15121515792729,6390738.980880173,0.0,0.0,0.0,2.2838614590624378,1189140810.6021435,0.0,0.0,0.0,7.48529175575522,144048299.71154952,0.0,0.0,0.0,8.20222081496309,0.0,1930365.6463131285,0.0,0.0,8.20222081496309,0.0,0.0,0.0,0.0,7.9412713209664885,0.0,0.0,32695591.043930538,0.0,8.12756574506021,0.0,0.0,15000000.0,0.0,8.042296149387854,0.0,0.0,15000000.0,0.0,8.086024560218629,0.0,0.0,10898530.347976848,0.0,6.938340583075838,0.0,0.0,217163257.03671762,0.0,7.704520348950287,0.0,0.0,100000000.0,0.0,8.17636770036305,0.0,0.0,2000000.0,0.0,7.72569615460263,0.0,0.0,50416904.89904234,0.0,8.141778090594586,0.0,0.0,9750000.0,0.0,7.145600759488401,0.0,0.0,228735938.94855514,0.0,8.20088810941359,0.0,0.0,125000.0,0.0,6.69418840295021,0.0,0.0,303000000.0,0.0,8.20222081496382,0.0,0.0,0.0,1930365.6463131285,7.6049802557509185,0.0,0.0,0.0,120000000.0
40,0.3371315636466249,0.022735128244334976,0.07101819126938858,0.2738102214735205,0.021340472705956584,0.03542648315663504,-24.12258713782447,"(-346349.93281384994,)",5.28069105460625,4.048138677097991,294854823.92680216,0.0,0.0,0.0,4.292423341361544,147427411.96340108,0.0,0.0,0.0,5.227750472214709,12664602.645437483,0.0,0.0,0.0,5.1930015641905225,13081308.288559351,0.0,0.0,0.0,2.7972728236977797,594090651.6993275,0.0,0.0,0.0,4.04813867708977,294854823.92680216,0.0,0.0,0.0,5.280691054609749,0.0,1476697.0757208853,0.0,0.0,5.280691054609749,0.0,0.0,0.0,0.0,5.147735296247661,0.0,0.0,21010335.99609991,0.0,5.21798804226931,0.0,0.0,15000000.0,0.0,5.1985779261548615,0.0,0.0,9306301.757865235,0.0,5.1985779261548615,0.0,0.0,9306301.757865235,0.0,5.120173450257905,0.0,0.0,33699678.33133975,0.0,5.106563491033919,0.0,0.0,46390473.226058684,0.0,5.25897694777175,0.0,0.0,2000000.0,0.0,4.848101288581214,0.0,0.0,54492651.739884235,0.0,5.229925033000355,0.0,0.0,9750000.0,0.0,5.148965901290783,0.0,0.0,35063052.61684492,0.0,5.279571711307439,0.0,0.0,125000.0,0.0,4.026213125847514,0.0,0.0,301799661.47277176,0.0,5.280691054602907,0.0,0.0,0.0,1476697.0757208853,5.106563491033942,0.0,0.0,0.0,46390473.2260589
41,0.38622954474462745,0.11117651359577277,0.07338574671756695,0.14450852020902938,0.006786477606683463,0.03146340391679377,-24.12258713782444,"(-346349.93281384936,)",4.889329358256535,3.26714327835443,304684490.55632216,0.0,0.0,0.0,3.5886510610167206,152342245.27816105,0.0,0.0,0.0,4.819653231385671,13086806.4281061,0.0,0.0,0.0,4.773919519856628,13517403.916373927,0.0,0.0,0.0,3.21998152228589,313542571.5120359,0.0,0.0,0.0,3.2671432783574508,304684490.55632216,0.0,0.0,0.0,4.889329358260354,0.0,469604.0136654285,0.0,0.0,4.889329358260354,0.0,0.0,0.0,0.0,4.610178649872418,0.0,0.0,32695591.04393053,0.0,4.809467100896096,0.0,0.0,15000000.0,0.0,4.718249955114132,0.0,0.0,15000000.0,0.0,4.765028420452199,0.0,0.0,10898530.347976848,0.0,4.042210668145705,0.0,0.0,141778393.92594188,0.0,4.356914309187088,0.0,0.0,100000000.0,0.0,4.86167299018296,0.0,0.0,2000000.0,0.0,4.338357500010092,0.0,0.0,54492651.73988423,0.0,4.824670756834585,0.0,0.0,9750000.0,0.0,4.174306945955089,0.0,0.0,151664414.439365,0.0,4.8879036965650675,0.0,0.0,125000.0,0.0,3.30121992943702,0.0,0.0,301048096.371352,0.0,4.889329358266574,0.0,0.0,0.0,469604.0136654285,4.253300929908258,0.0,0.0,0.0,119776915.55044019
42,0.35831055392220806,0.08051847222870427,0.025254482598072094,0.1393235350381227,0.004372380200095123,0.030665207349676416,-24.122587137824485,"(-346349.9328138502,)",3.2899421607613113,2.7899657921173855,104852093.34001598,0.0,0.0,0.0,2.8890581808796094,52426046.67000799,0.0,0.0,0.0,3.268467178744541,4503606.49016642,0.0,0.0,0.0,3.254371523934435,4651789.4447677415,0.0,0.0,0.0,1.8484910413462796,302292621.8108952,0.0,0.0,0.0,2.7899657921111527,104852093.34001598,0.0,0.0,0.0,3.2899421607612807,0.0,302555.671769078,0.0,0.0,3.2899421607612807,0.0,0.0,0.0,0.0,3.049084800183783,0.0,0.0,31900969.033653986,0.0,3.2184162112917236,0.0,0.0,15000000.0,0.0,3.1411735425975884,0.0,0.0,14613486.446652155,0.0,3.178616199162453,0.0,0.0,10898530.347976848,0.0,2.8862492610023534,0.0,0.0,78136540.60185602,0.0,2.8852624323996356,0.0,0.0,93284190.12639058,0.0,3.2651726632418723,0.0,0.0,2000000.0,0.0,2.957620480840514,0.0,0.0,36698232.66900559,0.0,3.232032855274602,0.0,0.0,9750000.0,0.0,2.9504915548818764,0.0,0.0,83765076.45272338,0.0,3.2886653147308427,0.0,0.0,125000.0,0.0,2.0775535163272423,0.0,0.0,282155561.80689585,0.0,3.2899421607691566,0.0,0.0,0.0,302555.671769078,2.8581786138922505,0.0,0.0,0.0,105534665.40948237
43,0.3468067487636486,0.10740307644921786,0.042051345246861514,0.3939746505647734,0.045512923764224264,0.03634226581911133,-24.122587137824436,"(-346349.9328138494,)",6.925310517664763,6.06933689408274,174589661.8461608,0.0,0.0,0.0,6.2389858543092025,87294830.92308038,0.0,0.0,0.0,6.888544743727249,7498974.118299762,0.0,0.0,0.0,6.864412585727128,7745714.179571731,0.0,0.0,0.0,2.734353569122735,854813438.4737568,0.0,0.0,0.0,6.069336894035417,174589661.8461608,0.0,0.0,0.0,6.925310517722906,0.0,3149358.6086955853,0.0,0.0,6.925310517722906,0.0,0.0,0.0,0.0,6.668253023241168,0.0,0.0,32695591.04393053,0.0,6.8517689103974035,0.0,0.0,15000000.0,0.0,6.767771090423196,0.0,0.0,15000000.0,0.0,6.810847302427804,0.0,0.0,10898530.347976848,0.0,5.905904209730624,0.0,0.0,180493033.64965412,0.0,6.435033135551751,0.0,0.0,100000000.0,0.0,6.899842996167808,0.0,0.0,2000000.0,0.0,6.417944993807248,0.0,0.0,54492651.73988423,0.0,6.865769282184432,0.0,0.0,9750000.0,0.0,6.070959801818293,0.0,0.0,191035688.86373234,0.0,6.923997689162358,0.0,0.0,125000.0,0.0,5.439770049741343,0.0,0.0,303000000.0,0.0,6.925310517724794,0.0,0.0,0.0,3149358.6086955853,6.3369776591153375,0.0,0.0,0.0,120000000.0
44,0.3717195468739382,0.05636455918223394,0.05477063314310078,0.5673076567821254,0.019577748270218156,0.03284928106532423,-24.12258713782446,"(-346349.93281384965,)",8.329451727251971,7.265500310374165,227397869.51923436,0.0,0.0,0.0,7.47636925145042,113698934.75961721,0.0,0.0,0.0,8.283752892315755,9767191.940516053,0.0,0.0,0.0,8.253757290833198,10088563.570800388,0.0,0.0,0.0,2.5703186628609984,1230896983.019696,0.0,0.0,0.0,7.265500310147525,227397869.51923436,0.0,0.0,0.0,8.329451727254787,0.0,1354721.8010668177,0.0,0.0,8.329451727254787,0.0,0.0,0.0,0.0,8.084136889304215,0.0,0.0,32695591.043930538,0.0,8.259269577847812,0.0,0.0,15000000.0,0.0,8.179108866577371,0.0,0.0,15000000.0,0.0,8.220217311941548,0.0,0.0,10898530.347976848,0.0,7.632418000546209,0.0,0.0,126722230.52383111,0.0,7.8615707312128285,0.0,0.0,100000000.0,0.0,8.305147588850714,0.0,0.0,2000000.0,0.0,7.845263193743819,0.0,0.0,54492651.739884235,0.0,8.272630397936826,0.0,0.0,9750000.0,0.0,7.754990649812694,0.0,0.0,131583817.53362682,0.0,8.328198870081938,0.0,0.0,125000.0,0.0,6.911772309243241,0.0,0.0,303000000.0,0.0,8.329451727254513,0.0,0.0,0.0,1354721.8010668177,7.7679945320050106,0.0,0.0,0.0,120000000.0
45,0.3518823125986515,0.02816803921799641,0.06982504730051668,0.34771418002700155,0.050832149526189856,0.03202855350546932,-24.122587137824457,"(-346349.93281384965,)",5.825758927797273,4.57446014340739,289901103.63946664,0.0,0.0,0.0,4.82246023575282,144950551.8197333,0.0,0.0,0.0,5.772013149844769,12451830.481088147,0.0,0.0,0.0,5.736735731084119,12861535.244350944,0.0,0.0,0.0,2.56936738693199,754441315.9802941,0.0,0.0,0.0,4.574460143439167,289901103.63946664,0.0,0.0,0.0,5.825758927794289,0.0,3517433.169930648,0.0,0.0,5.825758927794289,0.0,0.0,0.0,0.0,5.630168676855918,0.0,0.0,29386423.431442387,0.0,5.761014497609777,0.0,0.0,15000000.0,0.0,5.702136838641957,0.0,0.0,13510469.18323335,0.0,5.724988004761913,0.0,0.0,10898530.347976848,0.0,5.588193053151933,0.0,0.0,47744849.95630301,0.0,5.5687760035368745,0.0,0.0,65404548.311323375,0.0,5.803337876213294,0.0,0.0,2000000.0,0.0,5.37908536520805,0.0,0.0,54492651.739884235,0.0,5.773340120161594,0.0,0.0,9750000.0,0.0,5.630904578622534,0.0,0.0,49543914.27138292,0.0,5.824603142110741,0.0,0.0,125000.0,0.0,4.517921438007563,0.0,0.0,303000000.0,0.0,5.8257589277958,0.0,0.0,0.0,3517433.169930648,5.568776003536429,0.0,0.0,0.0,65404548.31131871
46,0.344485371089813,0.0013746209036088267,0.03334330274692458,0.2649341547067565,0.010966288095778893,0.03143062360671513,-24.12258713782447,"(-346349.93281384994,)",4.111179441228501,3.5448826435888514,138435427.38633806,0.0,0.0,0.0,3.6571193530474826,69217713.69316901,0.0,0.0,0.0,4.086855864542802,5946077.654590194,0.0,0.0,0.0,4.070890461617554,6141722.491027382,0.0,0.0,0.0,1.7597179433205836,574832100.0586485,0.0,0.0,0.0,3.5448826435740908,138435427.38633806,0.0,0.0,0.0,4.11117944123004,0.0,758834.4356603397,0.0,0.0,4.11117944123004,0.0,0.0,0.0,0.0,4.104494018356363,0.0,0.0,1090260.3564624598,0.0,4.1022681253843665,0.0,0.0,2464736.2589882426,0.0,4.1071642043040075,0.0,0.0,466457.1936344996,0.0,4.1071642043040075,0.0,0.0,466457.1936344996,0.0,4.103007086205633,0.0,0.0,1777497.150535365,0.0,4.102268125384355,0.0,0.0,2464736.258988236,0.0,4.109407848402061,0.0,0.0,164714.07743402006,0.0,3.734776245137288,0.0,0.0,48452399.58521831,0.0,4.103007086207376,0.0,0.0,1777497.1505360366,0.0,4.104492448673008,0.0,0.0,1849409.181853623,0.0,4.110084065744214,0.0,0.0,125000.0,0.0,2.9343971963955497,0.0,0.0,296562876.35170686,0.0,4.111179441216537,0.0,0.0,0.0,758834.4356603397,4.102268125384378,0.0,0.0,0.0,2464736.2589882477
